Employee Number,Title,First Forname,Surname,Starting Original Date,Emp End Date,SSP Payment,SSP Contra Payment,SMP Payment,OMP Payment,SMP Recovery,CHILDCARE-NEW,BASIC PAY,Qty1,Net1,Tax1,Qty2,Net2,Tax2,Divisor,Pensionable Pay Offset,BASIC ARREARS,BASIC ARR - NP,PDI,CSP-BASIC ADJ,HOLIDAY PAY,O/T @ 1,O/T @ 1.5,OVERTIME CASH,SHIFT ALLW,ACTING ALLW,WEIGHTING,SUPPLEMENT,BONUS,U/P LEAVE,PENSION REFUND,REFER A FRIEND,INCENTIVE,COMMISSION,PILON-T,EX-GRATIA-N,EX-GRATIA-T,SIGNING FEE,TOP UP - OTHER,TOP UP - HOLIDAY,TOP UP - BANK HOLIDAY,Den 1 - EE,Den 1 - PAR,Den 1 - SP,Den 1 - FAM,Den 3 - EE,Den 3 - PAR,Den 3 - FAM,Den 6 - EE,Den 6 - PAR,,Choose IPad,Choose TV,Choose Mobiles - TopUp,Gym Flex,CHOOSECHILDCARE,CHOOSEBIKES,CHOOSEHEALTH,Smart Pension,SMART AVC %,SMART AVC £,WPR Sal Sac,Sal Sac,,Tax Paid,NI Contracted In,NI Pensioner Contracted In,Student Loan,Pension 1,VC %,VC Cash,WPR Non Sal Sacrifice,Entitled Workers Sal Sac,Entitled Workers Non Sal Sac,PRIORITY1,CSA1-PRE 04/03,CSA-POST 04/03,CSA-POST 04/03,CSA-POST 04/03,COUNCIL TAX > 07,COUNC TAX2 >07,NON PRIORITY1,A E O FINES,EAS 3 - POST 04/10,GAYE,CHOOSECHILDCARE,CHOOSEVOUCHERS,CHOOSETRAVEL,ADVANCE,LOAN,OVERPAYMENTS,SAYE 2009,SAYE 2010,SAYE 2011,SAYE 2012 3 Yr,SAYE 2012 5Yr,SAYE 2013 3 Yr,SAYE 2013 5Yr,GYM SUBS,MONIES REC,CAR FINES,Healthcare Gold - Single,Healthcare Gold - SPF,Healthcare Gold - Partner,Healthcare Gold - Family,,Net Pay (Total)
234797,MR,First Name 143329,Last Name 143329,14/09/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,2242.92,0,0,0,0,0,0,51.66,0,0,0,0,0,0,0,0,0,3268.4,0,0,0,0,0,0,0,-29.42,0,0,0,0,-29.42,573.8,343.92,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1092.72,2636.36
234798,MR,First Name 143330,Last Name 143330,21/09/2009,,0,0,0,0,0,-100,947.33,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,190.67,0,0,0,0,0,1542.24,0,0,0,0,0,0,40.68,0,0,0,0,0,0,0,0,0,2130.82,0,0,0,0,0,0,0,-18.29,-18.29,0,0,0,-36.58,350,230.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.56,2003.78
234799,MR,First Name 143373,Last Name 143373,14/09/2009,,0,0,0,0,0,0,1299.25,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,118.74,0,0,0,0,0,238.34,0,0,0,0,0,1549.8,0,0,0,0,0,201.69,0,0,0,0,0,0,0,0,0,0,2917.72,0,0,0,0,0,0,0,0,0,0,-16.18,0,-16.18,530.2,327.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,1107.64,2284
234800,MR,First Name 143491,Last Name 143491,28/09/2009,,0,0,0,0,0,0,1280.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.64,0,0,0,0,0,0,52.53,0,0,0,0,0,0,0,0,0,2110.82,0,0,0,0,0,0,0,0,0,0,-15.81,0,-15.81,365.2,230.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,845.85,1739.26
234801,MR,First Name 143553,Last Name 143553,21/09/2009,,0,0,0,0,0,0,1293.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.64,0,0,0,0,36.72,0,71.39,0,0,0,0,0,0,0,0,0,3791.73,0,0,0,0,0,0,0,-32.12,0,0,0,0,-32.12,701.6,354.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,1305.93,2943.78
234802,MR,First Name 143563,Last Name 143563,28/09/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690.56,0,0,0,0,53.91,0,66.13,0,0,0,0,0,0,0,0,0,3589,0,0,0,0,0,0,0,0,0,0,-15.57,0,-15.57,646,350.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996.61,3066.92
234803,MR,First Name 143569,Last Name 143569,12/10/2009,,0,0,0,0,0,0,473.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,971.3,0,0,0,0,34.67,0,0,0,0,0,0,1099.54,0,0,0,0,0,384.23,101.5,0,0,0,0,0,0,0,0,0,2574.81,0,0,0,0,0,0,0,0,0,0,0,0,0,464.6,288.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.83,2312.08
234804,MR,First Name 143592,Last Name 143592,30/09/2009,,0,0,0,0,0,0,1207.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,222.96,0,0,0,275,86.67,0,0,0,0,0,0,2075.4,0,0,0,0,149.73,165.98,159.71,0,0,0,0,0,0,0,0,0,3852.85,0,0,0,0,0,0,0,0,0,0,-14.35,0,-14.35,866.51,355.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381.92,2946.68
234805,MR,First Name 143681,Last Name 143681,05/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1599.66,0,0,0,0,41.77,89.66,57.85,0,0,0,0,0,0,0,0,0,2805.68,0,0,0,0,0,0,0,-31.14,0,0,0,0,-31.14,468.91,312.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,881.11,2383.53
234806,MR,First Name 143692,Last Name 143692,28/09/2009,,0,0,0,0,0,0,1024.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.63,0,0,0,0,77.6,0,0,0,0,0,0,0,0,0,0,0,1732.8,0,0,0,0,0,0,0,0,0,0,-16.04,0,-16.04,171.4,185.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,373.32,1833.54
234807,MISS,First Name 143809,Last Name 143809,13/10/2009,,0,0,0,0,0,0,1293.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,606.2,0,0,0,0,9.55,117.48,17.73,0,0,0,0,0,0,0,-31.7,0,1760.58,-54.98,-56.24,0,0,0,0,0,-32.12,0,0,0,0,-143.34,303.2,173.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.52,1630.82
234808,MRS,First Name 143821,Last Name 143821,28/05/2012,,0,0,0,0,0,0,499.92,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,40.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.71,0,-56.24,0,0,0,0,0,0,0,0,0,0,-56.24,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63,468.94
234809,MR,First Name 143846,Last Name 143846,21/10/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,2087.58,0,0,0,0,424.95,229.49,0,0,0,0,0,0,0,0,0,0,3715.84,-39.1,0,0,0,0,0,0,-29.42,0,0,0,0,-68.52,672.4,352.09,0,0,0,73.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098.04,3039.38
234810,MR,First Name 143886,Last Name 143886,26/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.66,0,0,0,0,0,0,0,0,0,0,-15.57,0,-15.57,56.6,104.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.66,1182.53
234811,MR,First Name 143925,Last Name 143925,27/10/2009,,0,0,0,0,0,0,1280.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,2386.5,0,0,0,0,33.16,15.24,0,0,0,0,0,0,0,0,0,0,3463.89,0,0,0,0,0,0,0,-23.72,-23.72,0,0,0,-47.44,633,347.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.47,2926.08
234812,MR,First Name 143972,Last Name 143972,22/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,1529.67,0,0,0,0,0,177.65,57.87,0,0,0,0,0,0,0,0,0,2630.26,0,0,0,0,0,0,0,-31.14,0,0,0,0,-31.14,458.6,291.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.75,2339.47
234813,MR,First Name 143977,Last Name 143977,28/09/2009,,52.53,-52.53,0,0,0,0,1280.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,39.84,0,0,0,0,76.71,213.95,32.06,0,0,0,0,0,0,0,0,0,1239.8,0,0,0,0,0,0,0,-31.62,0,0,0,0,-31.62,191.4,124.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.63,1382.65
234814,MISS,First Name 143980,Last Name 143980,02/11/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.2,0,0,0,0,8.08,22,14.36,0,0,0,0,0,0,0,0,0,1499.04,0,0,0,0,0,0,0,0,0,0,-15.57,0,-15.57,293.8,157.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.07,1522.5
234815,MR,First Name 143996,Last Name 143996,20/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1622.88,0,0,0,0,85.32,100.81,79.47,0,0,0,0,0,0,0,0,0,2905.22,0,0,0,0,0,0,0,-31.14,0,0,0,0,-31.14,520.8,324.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.94,2519.24
234816,MR,First Name 144015,Last Name 144015,21/10/2009,,0,0,0,0,0,0,1184.17,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1351.5,0,0,0,0,18.37,226.44,0,0,0,0,0,0,0,0,0,0,2528.72,-35.91,0,0,0,0,0,0,-27.76,0,0,0,0,-63.67,449,275.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,749.06,2206.09
234817,MR,First Name 144086,Last Name 144086,26/10/2009,,0,0,0,0,0,0,1280.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,781.2,0,0,0,0,9.3,18.59,16.36,0,0,0,0,0,0,0,0,0,1854.36,0,0,0,0,0,0,0,0,0,0,-15.81,0,-15.81,306.4,199.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,536.28,1792.37
234818,MRS,First Name 144088,Last Name 144088,12/10/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115.65,0,0,0,0,45.91,0,0,0,0,0,0,0,0,0,0,0,1897.04,0,0,0,0,0,0,0,0,0,0,-14.71,0,-14.71,255.2,205.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.33,1912.1
234819,MR,First Name 144154,Last Name 144154,19/10/2009,,0,0,0,0,0,0,1268.5,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,117.1,0,0,0,0,0,0,0,0,0,0,0,1280.15,0,0,0,0,8.36,109.98,41.09,0,0,0,0,0,0,0,0,0,2335.08,0,0,0,0,0,0,0,0,0,0,-15.57,0,-15.57,580.6,257.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.19,1971.42
234820,MR,First Name 144170,Last Name 144170,23/11/2009,,0,0,0,0,0,0,1527.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,705.1,0,0,0,0,0,0,0,0,0,0,0,1631.64,0,0,0,0,58.4,0,51.1,0,0,0,0,0,0,0,0,0,3483.81,0,0,0,0,0,0,0,-41.5,0,0,0,0,-41.5,726.8,347.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,75,0,0,0,0,0,0,0,0,0,1199.79,2732.62
234821,MR,First Name 144172,Last Name 144172,19/10/2009,,0,0,0,0,0,0,761.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,175.64,0,0,0,0,0,238.34,0,0,0,0,0,2674.38,0,0,0,0,0,70.69,70.4,0,0,0,0,0,0,0,0,0,3500.43,0,0,0,0,0,0,0,0,0,0,0,0,0,805.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805.2,3185.33
234822,MR,First Name 144177,Last Name 144177,10/10/2009,,0,0,0,0,0,0,507.42,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,34.67,0,0,0,0,0,0,726.84,0,0,0,0,0,74.07,0,0,0,0,0,0,0,0,0,0,852.9,0,0,0,0,0,0,0,0,0,0,0,0,0,120.4,81.6,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.35,1140.65
234823,MR,First Name 144292,Last Name 144292,16/11/2009,,0,0,0,0,0,-124,2652.17,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,1273.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311.11,0,0,0,0,0,0,0,-86.48,0,0,0,0,-86.48,765.31,343.63,0,0,0,194.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,50,0,100,0,0,0,0,0,0,0,1553.53,2161.2
234824,MR,First Name 144294,Last Name 144294,09/11/2009,,0,0,0,0,0,0,966,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972.8,0,0,0,0,0,0,65.12,0,0,0,0,0,0,0,0,0,2513.82,0,0,0,0,0,-58.33,0,0,0,0,0,0,-58.33,427.8,273.91,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786.23,2159.36
234825,MR,First Name 144362,Last Name 144362,03/11/2009,,0,0,0,0,0,0,1184.17,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,166.35,0,0,0,0,21.36,115.34,0,0,0,0,0,0,0,0,0,0,1235.46,-41.78,-84,0,0,0,0,0,-27.76,0,0,0,0,-153.54,177.4,109.08,0,0,0,69.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,376.72,1195.3
234826,MR,First Name 144367,Last Name 144367,29/10/2009,,0,0,0,0,0,0,490.25,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,34.67,0,0,0,0,0,0,317.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.27,-47.65,0,0,0,0,0,0,0,0,0,0,0,-47.65,0,15.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.81,778.91
234827,MR,First Name 144391,Last Name 144391,04/11/2009,,0,0,0,0,0,0,1280.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.33,0,0,0,0,0,2187.09,0,0,0,0,0,0,68.3,0,0,0,0,0,0,0,0,0,3284.37,-38.74,0,0,0,0,0,0,0,0,0,-15.81,0,-54.55,585,343.74,0,0,0,0,0,0,0,0,0,312.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.78,2479.14
234828,MISS,First Name 144412,Last Name 144412,16/11/2009,,0,0,690.9,1076.1,0,0,0,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684.06,0,0,0,0,0,0,0,-51.08,0,0,0,0,-51.08,-117.49,175.21,0,0,0,255.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,200,0,0,0,0,0,0,0,20.83,583.93,1539.15
234829,MR,First Name 144431,Last Name 144431,23/11/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,1238.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212.22,-35.91,0,0,0,0,0,0,-22.06,-14.71,0,0,0,-72.68,381,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,2012.64
234830,MR,First Name 144444,Last Name 144444,27/11/2009,,52.53,-52.53,0,0,0,0,1280.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4979.24,0,0,0,0,0,0,0,0,0,0,-15.81,0,-15.81,942.4,378.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.81,4132.72
234831,MR,First Name 144452,Last Name 144452,04/02/2013,,0,0,0,0,0,0,1249.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.5,0,0,0,0,29.08,81.3,29.58,0,0,0,0,0,0,0,0,0,1566.11,0,0,0,0,0,0,0,-22.79,0,0,0,0,-22.79,248.8,164.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.25,1620.17
234832,MR,First Name 144465,Last Name 144465,16/11/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,-678.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,545.67
234833,MRS,First Name 144491,Last Name 144491,30/11/2009,,0,0,0,0,0,0,947.33,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.3,0,0,0,0,21.84,111.43,0,0,0,0,0,0,0,0,0,0,998.8,0,0,0,0,0,0,0,-18.29,0,0,0,0,-18.29,127.2,96.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.11,1246.5
234834,MR,First Name 144559,Last Name 144559,07/12/2009,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,325.28,0,0,0,0,86.67,0,0,0,0,0,0,941.85,0,0,0,0,0,46.46,0,0,0,0,0,0,0,0,0,0,2135.74,0,0,0,0,0,0,0,-29.42,0,0,0,0,-29.42,371,232.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.01,1993.41
234835,MR,First Name 144632,Last Name 144632,11/12/2009,,0,0,0,0,0,-243,1280.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,4754.1,0,0,0,0,227.04,908.28,198.66,0,0,0,0,0,0,0,-31.7,0,6842.37,-49.12,0,0,0,0,0,0,-23.72,-39.53,0,0,0,-112.37,2062.11,413.74,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592.85,4627.25
234836,MR,First Name 144673,Last Name 144673,26/10/2009,,0,0,0,0,0,0,1280.75,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,2341.02,0,0,0,0,367.5,943.74,104.91,0,0,0,0,0,0,0,0,0,4786.16,-60.53,0,0,0,0,0,0,0,0,0,-15.81,0,-76.34,1091.21,373.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,1539.55,3660.37
234837,MS,First Name 144701,Last Name 144701,09/12/2009,,0,0,0,0,0,0,761.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,52,0,0,-234.16,0,0,0,2803.32,0,0,0,0,0,124.94,0,0,0,0,0,0,0,0,0,0,3017.08,0,-65.25,0,0,0,0,0,0,0,0,0,0,-65.25,552.8,333.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,908.57,2533.36
234838,MISS,First Name 144787,Last Name 144787,04/01/2010,,0,0,0,0,0,0,1293.08,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,238.34,0,0,0,0,0,2100.96,0,0,0,0,1.35,15.14,0,0,0,0,0,0,0,0,0,0,3158.77,0,0,0,0,0,0,0,0,0,0,-16.06,0,-16.06,567.2,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1009.2,2623.61
234839,MR,First Name 144818,Last Name 144818,04/12/2009,,0,0,0,0,0,0,634.33,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,234.22,0,0,0,0,43.34,0,0,0,0,0,0,1560,0,0,0,0,0,2281.11,0,0,0,0,0,0,0,0,0,0,4262.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.51,364.4,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.79,3313.21
234840,MISS,First Name 144838,Last Name 144838,14/12/2009,,0,0,0,0,0,0,1280.67,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,59.11,0,0,0,0,0,238.34,0,0,0,0,0,1091.91,0,0,0,0,0,677.65,51.74,0,0,0,0,0,0,0,0,0,2909.32,0,-27.69,0,0,0,0,0,-31.62,0,0,0,0,-59.31,507.6,321.25,0,0,0,31.62,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880.47,2459.64
234841,MR,First Name 144974,Last Name 144974,19/11/2012,16/07/2014,0,0,0,0,0,0,0,3,90,10,2,90,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.21,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,25.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.42,268.79
234842,MR,First Name 144986,Last Name 144986,08/01/2010,,0,0,0,0,0,0,1225.58,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,2347.05,0,0,0,0,59.69,0,46.99,0,0,0,0,0,0,0,0,0,3275.88,0,0,0,0,0,0,0,0,0,0,-14.71,0,-14.71,583.6,344.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927.96,2823.31
234843,MR,First Name 144989,Last Name 144989,04/01/2010,,0,0,0,0,0,0,1237.42,3,90,10,2,90,10,2,-490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195.4,0,0,0,0,15.01,0,17.13,0,0,0,0,0,0,0,0,0,1974.86,0,0,0,0,0,0,0,0,0,0,-14.95,0,-14.95,323.2,214.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.64,1912.37
